keyword,count,platform
죄다,3,youtube
"국짐것들,",1,youtube
곽상도,1,youtube
아들,2,youtube
퇴직금은,1,youtube
어떻구?,1,youtube
재밌지,1,youtube
해체는,1,youtube
불가피,1,youtube
초코파이,1,youtube
사건은,1,youtube
유죄!,1,youtube
50억은,1,youtube
무죄!,1,youtube
라니...,1,youtube
죄를,2,youtube
지어도,1,youtube
돈과,1,youtube
권력이,1,youtube
"있고,",1,youtube
민주당이랑,1,youtube
이재명에,1,youtube
붙으면,1,youtube
돈도,1,youtube
"얻고,",1,youtube
죄도,1,youtube
무죄가,1,youtube
되는,1,youtube
세상이라는게....,1,youtube
박근혜정부당시,1,youtube
국힘의원들,1,youtube
받았는데,1,youtube
범죄자냐,1,youtube
초딩도,1,youtube
웃겠다,1,youtube
다른지역,1,youtube
기관장들,1,youtube
전부다,1,youtube
범죄자,2,youtube
아니냐,1,youtube
환수라도했지,1,youtube
지자체에서,1,youtube
환수한놈,1,youtube
어디있으면,1,youtube
말해봐라,1,youtube
헛소리,2,youtube
그만하고,1,youtube
국짐놈들,1,youtube
클럽,1,youtube
수사나해라,1,youtube
공익사업???,1,youtube
이완용이가,1,youtube
애국자라고,1,youtube
소리와,1,youtube
같은거지,1,youtube
일명,1,youtube
까는소리지,1,youtube
제발,1,youtube
까는소리좀,1,youtube
하지마라,1,youtube
판결문에,1,youtube
몰랐다라고,1,youtube
나왔는데...음...,1,youtube
알았다,1,youtube
왜그리,1,youtube
못잡아,1,youtube
먹어서,1,youtube
안달이,1,youtube
났는지.,1,youtube
국정운영을,1,youtube
잘할지,1,youtube
극우보수들은,1,youtube
알고,1,youtube
있었지.,1,youtube
그러니,1,youtube
제거,1,youtube
할려,1,youtube
했구나.,1,youtube
국힘은,1,youtube
반국가세력이고,1,youtube
자기이익만,1,youtube
쫒는자들이다.,1,youtube
자기들,1,youtube
권력에만,1,youtube
눈먼자들이다.,1,youtube
죄명이는,1,youtube
추후에,1,youtube
반드시,1,youtube
엄벌해야한다!!!,1,youtube
공익사업에,1,youtube
7000억,1,youtube
드셨구나!,1,youtube
그런데,1,youtube
이걸,2,youtube
설계해놓고,1,youtube
공익사업으로,1,youtube
포장해놓고,1,youtube
뒤에서는,1,youtube
7000억원,1,youtube
챙기는게,1,youtube
말이되는건지,1,youtube
2심은,1,youtube
무죄,2,youtube
나오고,1,youtube
3심에,1,youtube
파기환송,1,youtube
됩니다.,1,youtube
고등법원은,1,youtube
이미,1,youtube
손봐놯습니다.,1,youtube
아마,1,youtube
5년,1,youtube
후에,1,youtube
결과,1,youtube
나오지,1,youtube
않을,1,youtube
까여ㅋㅋㅋㅋ,1,youtube
좋아하시네,1,youtube
그따위로,1,youtube
번만,1,youtube
망하것다.,1,youtube
사기꾼들이,1,youtube
판을,1,youtube
치냐,1,youtube
아빠집을,1,youtube
유죄받은,1,youtube
김만배,1,youtube
친누나가,1,youtube
샀다ㅋㅋ,1,youtube
이런빼박증거를가지고도,1,youtube
수사도안하는건뭘까?,1,youtube
주장하는,1,youtube
"5,503억",1,youtube
원은,1,youtube
실제,1,youtube
"이익(1,800억원",1,youtube
대)이,1,youtube
비용(원래,1,youtube
지출되어야,1,youtube
확보된,1,youtube
예산)을,1,youtube
포함해,1,youtube
부풀려진,1,youtube
숫자임.,1,youtube
착시를,1,youtube
일으키는,1,youtube
사기적,1,youtube
주장임.,1,youtube
설령,1,youtube
금액을,1,youtube
환수했다,1,youtube
"치더라도,",1,youtube
"""의도적으로",1,youtube
'초과,1,youtube
환수'를,1,youtube
포기해,1,youtube
민간업자에게,1,youtube
특혜를,1,youtube
배임,1,youtube
"행위""에",1,youtube
대한,1,youtube
저촉됨.,1,youtube
성남시에,2,youtube
줄거면,1,youtube
초과이익의,1,youtube
조항을,1,youtube
의도적으로,1,youtube
삭제했겠음?,1,youtube
그건,1,youtube
결과를,1,youtube
보면,3,youtube
알지.,1,youtube
수천억의,1,youtube
초과이익을,1,youtube
가져갔는가?,1,youtube
저기,1,youtube
재판받은,1,youtube
측근들~,1,youtube
결국,1,youtube
민주당도,1,youtube
배임죄에,1,youtube
걸릴걸,1,youtube
"아니까,",1,youtube
없애버리려고,1,youtube
하잖어~,1,youtube
이놈,1,youtube
때문에,2,youtube
우리나라의,1,youtube
보편적,1,youtube
도덕,1,youtube
기준이,1,youtube
바닥을,1,youtube
치고있다.,1,youtube
얼른,1,youtube
내려와라,1,youtube
재명아..,1,youtube
4개월도,1,youtube
길었다.,1,youtube
법조,1,youtube
카르텔,1,youtube
시동,1,youtube
걸었냐?,1,youtube
찍찍이들아,1,youtube
아무리,2,youtube
발악해봐,1,youtube
우리나라,1,youtube
안망해,1,youtube
따지만,1,youtube
배임이지,1,youtube
버는,1,youtube
쪽과,1,youtube
손해보는,1,youtube
쪽이,1,youtube
존재할텐데..,1,youtube
유동규가,2,youtube
428억의,1,youtube
그분이라고,1,youtube
밝혀졌는대..,1,youtube
기사를,1,youtube
이따위로,1,youtube
쓰지?,1,youtube
5500억을,1,youtube
환수했는데,1,youtube
그게,1,youtube
배임?,1,youtube
빚내서,1,youtube
집사라던,1,youtube
때에,1,youtube
국짐,2,youtube
놈들의,1,youtube
어거지,1,youtube
안할걸,1,youtube
억지로,1,youtube
하면서,1,youtube
거기서도,1,youtube
5500억,1,youtube
땡겨서,1,youtube
안겨줬으면,1,youtube
훈장이라도,1,youtube
줘야,1,youtube
하는거,1,youtube
아님??,1,youtube
공정하게,1,youtube
재판받자,1,youtube
무죄받고,1,youtube
대통령계속하세요,1,youtube
손해라는,1,youtube
증거를,1,youtube
대봐.,1,youtube
정신나간거냐?,1,youtube
대법원은,1,youtube
공평하게,1,youtube
국힘도,1,youtube
재판해라,2,youtube
대장동우두머리,1,youtube
재판재개하라!!!,1,youtube
뛰어나게,1,youtube
수익을,2,youtube
내도,1,youtube
문제라네.,1,youtube
위험성,1,youtube
투자도,1,youtube
아닌데.,1,youtube
안전성을,1,youtube
따지냐.,1,youtube
민간과,1,youtube
지자치단체가,1,youtube
공동,1,youtube
개발이,1,youtube
안전성이,1,youtube
담보되지,1,youtube
않았다는,1,youtube
ㄱ논리는,1,youtube
어디서,1,youtube
짜낸거니?,1,youtube
ㄱ논리야.,1,youtube
논리면,1,youtube
공무원이,1,youtube
재량으로,1,youtube
있는게,1,youtube
없지.,1,youtube
열심히,1,youtube
일하는,1,youtube
나오냐?,1,youtube
현상유지만,1,youtube
하려하지.,1,youtube
판사들,1,youtube
감옥가야,1,youtube
정신차리지,1,youtube
싹었다,1,youtube
어이가,1,youtube
없네~,1,youtube
보는쪽에,1,youtube
원래,1,youtube
수익보다,1,youtube
적은,1,youtube
가져가게,1,youtube
한것도,1,youtube
사업자입장에서는,1,youtube
손해인데,1,youtube
도대체,1,youtube
손해라고,1,youtube
어떤삶을,1,youtube
사는건지,1,youtube
이해가,1,youtube
안되네.,1,youtube
대통령은,1,youtube
개발이익환수,1,youtube
하라는,1,youtube
법적,1,youtube
근거는,1,youtube
있나?,1,youtube
원희룡,1,youtube
제주개발,1,youtube
벌었나?,1,youtube
준표와,1,youtube
형준이는?,1,youtube
시장은,1,youtube
없어도,1,youtube
무죄?,1,youtube
사법,2,youtube
개혁의,1,youtube
절대,1,youtube
필요,1,youtube
하다,1,youtube
한심한,1,youtube
"스브스,",1,youtube
직원,1,youtube
임찬종,1,youtube
법조기레기가,1,youtube
왜곡,1,youtube
취재를,2,youtube
했는데도,1,youtube
잘못된,1,youtube
받아,1,youtube
검증,1,youtube
없이,1,youtube
보도하는,1,youtube
멍청한,1,youtube
짓을,1,youtube
반복하고,1,youtube
있구나.,1,youtube
건설사,1,youtube
사내방송,1,youtube
수준이,1,youtube
무엇이냐?,1,youtube
재판부,1,youtube
못차리고,1,youtube
마지막,1,youtube
발악하는듯,1,youtube
이재명님이,2,youtube
몸통인데요?,1,youtube
최대치적이라며요?,1,youtube
막았으면,1,youtube
최대무능,1,youtube
알았으먼,1,youtube
같은편,1,youtube
무관한,1,youtube
사람임?,1,youtube
2찍들아,1,youtube
너네뜻대로,1,youtube
결과가,1,youtube
나오거나,1,youtube
세상은,1,youtube
굴러가지,1,youtube
않을거야,1,youtube
왜냐고?,1,youtube
팩트가,1,youtube
아니거든,1,youtube
사실과,1,youtube
증거로,1,youtube
판단하는,1,youtube
검찰이,1,youtube
털어도,1,youtube
나오는게,1,youtube
없어서,1,youtube
니들이,1,youtube
원하는,1,youtube
결론에,1,youtube
도달하지,1,youtube
않을게,1,youtube
우린,1,youtube
뻔한데,1,youtube
너넨,2,youtube
목빠지게,1,youtube
기다리고,1,youtube
있지ㅋㅋㅋㅋ,1,youtube
우끼고,1,youtube
분간,1,youtube
못하는,1,youtube
너네,1,youtube
지능이,1,youtube
안됐어,1,youtube
나는,1,youtube
지금까지,1,youtube
니들,1,youtube
뜻대로,1,youtube
된게,1,youtube
있으면,1,youtube
얘길해봐,1,youtube
없잖아,1,youtube
이재명대통령,1,youtube
10년해야합니다,1,youtube
조희대의,1,youtube
음모,1,youtube
인버스들은,1,youtube
잡고,1,youtube
떠드는거지?,1,youtube
유동규,2,youtube
진술만,1,youtube
믿고,1,youtube
대통령과,1,youtube
주변인물들을,1,youtube
괴롭혔는데..유동규가,1,youtube
범인이라고,1,youtube
밝혀졌는데,1,youtube
개소리야..,1,youtube
SBS심각하네..,1,youtube
중도1인입니다.,1,youtube
국민은,1,youtube
알고있었죠.,1,youtube
이재명에게,1,youtube
뒤집어씌운거죠.,1,youtube
대통,1,youtube
못하게하려고,1,youtube
압수수색을,1,youtube
300회,1,youtube
했다는게,1,youtube
되냐고!,1,youtube
별짓을,1,youtube
다하는군.,1,youtube
사업들을,1,youtube
봐라.어떻게,1,youtube
했는지.,1,youtube
LCT나,1,youtube
수사해라…,1,youtube
비리,1,youtube
덩어리는,1,youtube
지켜만,1,youtube
보냐?,1,youtube
에혀~에혀~진짜,1,youtube
못났다...아직도,1,youtube
가지고,1,youtube
시비털고,1,youtube
앉았냐...대장동,1,youtube
사업에,1,youtube
대해,1,youtube
선동,2,youtube
당하지,1,youtube
말고,2,youtube
스스로,1,youtube
찾아보고,1,youtube
알아봐라,1,youtube
하는지,1,youtube
상식이,1,youtube
있는,1,youtube
이라면,1,youtube
대번에,1,youtube
안다.,1,youtube
이런걸로,1,youtube
당하면,1,youtube
모지리,1,youtube
인정,1,youtube
다들,1,youtube
씨부리는거,1,youtube
막무가네로,1,youtube
욕하네,1,youtube
할거,1,youtube
같으면,1,youtube
니네가,1,youtube
정치,1,youtube
해봐라,1,youtube
전과자,1,youtube
외로워,1,youtube
보입니다,1,youtube
우리국민,1,youtube
모두가,1,youtube
힘이되어,1,youtube
드립시다~~,1,youtube
이죄명은,1,youtube
감방으로,1,youtube
원래는,1,youtube
가저와서,1,youtube
민간공원으로,1,youtube
할라고,1,youtube
국민의짐,1,youtube
의원들이,1,youtube
방해해서,1,youtube
그쯤,1,youtube
한거지,1,youtube
그래놓고,1,youtube
회사에,1,youtube
집어넣어서,1,youtube
꺼억,1,youtube
흐름만,1,youtube
아는내용을,1,youtube
민간이,4,youtube
먹으려고한거,1,youtube
이잼,2,youtube
당시의,1,youtube
성남시가,2,youtube
개입해서,1,youtube
막진,1,youtube
못해도,1,youtube
어느정도,1,youtube
막은건데,1,youtube
탓하네,1,youtube
이긍,1,youtube
정신좀,1,youtube
차려라,1,youtube
몸통은.,1,youtube
윤석일이지.,1,youtube
석열이만,1,youtube
아니였어도,1,youtube
이재명대통령님께서,1,youtube
이런일은,1,youtube
없었을텐데,1,youtube
잼통이,1,youtube
살려놨다,1,youtube
사랑한다,1,youtube
무죄인거다,1,youtube
내란,1,youtube
아직,1,youtube
진행중이다,1,youtube
무슨공익,1,youtube
짜고치는,1,youtube
고스톱,1,youtube
다해쳐먹었는데,1,youtube
?김만배가,1,youtube
해쳐먹은게,1,youtube
공익사업?,1,youtube
구속,3,youtube
구속시키고,1,youtube
야구빠다로,1,youtube
맞자,1,youtube
저게,1,youtube
범죄인데,1,youtube
해먹은걸,1,youtube
찾노,1,youtube
판검사들,1,youtube
증거조작,1,youtube
기소가,1,youtube
만연하단,1,youtube
소리지,1,youtube
크럽,1,youtube
잔당들이,1,youtube
해먹은거,1,youtube
있나,1,youtube
설계자,1,youtube
결재자,1,youtube
안하냐?,1,youtube
전국민을,1,youtube
노예로,1,youtube
부리게,1,youtube
만드냐?,1,youtube
sbs는,1,youtube
좋겠다.,1,youtube
그알,1,youtube
통해서,1,youtube
죽일라고,1,youtube
했자나.,1,youtube
법비들이,1,youtube
꺼내니,1,youtube
조아?,1,youtube
발악을,1,youtube
하는구나,1,youtube
사법을,1,youtube
적패라,1,youtube
하는거임.,1,youtube
SBS,1,youtube
악마화,1,youtube
시작,1,youtube
하네,1,youtube
뭔관계인데,1,youtube
???,1,youtube
1.가만히,1,youtube
내버려두면,1,youtube
100%먹는,1,youtube
성남시장인,1,youtube
막음,1,youtube
2.성남시장인,1,youtube
100%,1,youtube
사업할려하는데,1,youtube
새누리당다수,1,youtube
의회가,1,youtube
민간도,2,youtube
무조건,1,youtube
껴야한다고,1,youtube
"막음,",1,youtube
3.결국,1,youtube
50:50으로,1,youtube
사업착수,1,youtube
4.사업도중,1,youtube
발생,1,youtube
수천억을,1,youtube
벌고,1,youtube
5.그과정에서,1,youtube
공사직원과,1,youtube
돈을주고,1,youtube
받은게,1,youtube
나옴,1,youtube
6.뇌물을,1,youtube
공사직원인,1,youtube
몸통이라,2,youtube
증언,2,youtube
7.검찰은,1,youtube
하나로,1,youtube
기소,1,youtube
(왜,1,youtube
돈벌,1,youtube
기회를,1,youtube
더줬냐?,1,youtube
8.압색,1,youtube
수사,1,youtube
다했는데,1,youtube
이재명한테,1,youtube
돈한푼,1,youtube
안들어감,1,youtube
유동규한테,1,youtube
들어감,1,youtube
민간끼리,1,youtube
해처먹는,1,youtube
새누리당,1,youtube
반대에도,1,youtube
무릎쓰고,1,youtube
보게,1,youtube
민간한테,1,youtube
도움줬으니,1,youtube
배임죄다?,1,youtube
국가,1,youtube
"파괴,",1,youtube
"파괴범인,",1,youtube
내란범들,1,youtube
말도,1,youtube
안되는,1,youtube
"논리로,",1,youtube
기각,1,youtube
시켜주는,1,youtube
미친,1,youtube
수준,1,youtube
"답다,",1,youtube
